NTD ID,Mode,Type of Service,Agency,City,State,Legacy NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode VOMS,Major Mechanical Failures,Major Mechanical Failures Questionable,Other Mechanical Failures,Other Mechanical Failures Questionable,Total Mechanical Failures,Total Mechanical Failures Questionable,Vehicle/Passenger Car Miles,Vehicle/Passenger Car Miles Questionable,Vehicle/Passenger Car Revenue Miles,Vehicle/Passenger Car Revenue Miles Questionable,Train Miles,Train Miles Questionable,Train Revenue Miles,Train Revenue Miles Questionable,Any Data Questionable?,Mean Miles Between Breakdowns,Rank,"Rank, 10 Biggest"
90013,MB,DO,Santa Clara Valley Transportation Authority,San Jose,CA,9013,Independent Public Agency or Authority of Transit Service,Full Reporter,1664496,515,319,659,NA,2839,NA,3498,NA,13919332,NA,12086143,NA,0,NA,0,NA,No,3455.1580903373356,384,NA
90219,MB,DO,Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,Independent Public Agency or Authority of Transit Service,Full Reporter,71957,29,20,120,NA,143,NA,263,NA,942088,NA,908273,NA,0,NA,0,NA,No,3453.509505703422,385,NA
30012,MB,DO,Cambria County Transit Authority,Johnstown,PA,3012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,47,32,161,NA,140,NA,301,NA,1103686,NA,1036980,NA,0,NA,0,NA,No,3445.1162790697676,386,NA
90023,MB,DO,Long Beach Transit,Long Beach,CA,9023,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,12150996,128,118,1103,NA,320,NA,1423,NA,5343396,NA,4890706,NA,0,NA,0,NA,No,3436.8981026001406,387,NA
70041,MB,DO,CyRide,Ames,IA,7041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,60438,55,55,42,NA,322,NA,364,NA,1317732,NA,1247364,NA,0,NA,0,NA,No,3426.8241758241757,388,NA
90042,MB,DO,GTrans,Gardena,CA,9042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,30,24,188,NA,96,NA,284,NA,978930,NA,957152,NA,0,NA,0,NA,No,3370.2535211267605,389,NA
10057,MB,DO,Norwalk Transit District,Norwalk,CT,1057,Independent Public Agency or Authority of Transit Service,Full Reporter,923311,60,27,52,NA,164,NA,216,NA,794786,NA,710786,NA,0,NA,0,NA,No,3290.675925925926,390,NA
40001,MB,DO,Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,381112,76,56,301,NA,177,NA,478,NA,1609358,NA,1558715,NA,0,NA,0,NA,No,3260.9100418410044,391,NA
90154,MB,DO,Metro,Los Angeles,CA,9154,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,2541,1399,5412,NA,10519,NA,15931,NA,58831156,NA,51519197,NA,0,NA,0,NA,No,3233.895988952357,392,7
90154,MB,PT,Metro,Los Angeles,CA,9154,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,2541,109,993,NA,339,NA,1332,NA,5014475,NA,4284300,NA,0,NA,0,NA,No,3216.4414414414414,393,NA
40100,MB,DO,Santee Wateree Regional Transportation Authority,Sumter,SC,4100,Independent Public Agency or Authority of Transit Service,Full Reporter,73107,43,10,26,NA,58,NA,84,NA,265278,NA,265278,NA,0,NA,0,NA,No,3158.0714285714284,394,NA
30091,MB,DO,Blacksburg Transit,Blacksburg,VA,3091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88542,49,40,169,NA,132,NA,301,NA,1013786,NA,948080,NA,0,NA,0,NA,No,3149.767441860465,395,NA
30008,MB,DO,Greater Lynchburg Transit Company,Lynchburg,VA,3008,Independent Public Agency or Authority of Transit Service,Full Reporter,116636,22,16,187,NA,114,NA,301,NA,972120,NA,946243,NA,0,NA,0,NA,No,3143.6644518272424,396,NA
60032,MB,DO,New Orleans Regional Transit Authority,New Orleans,LA,6032,Independent Public Agency or Authority of Transit Service,Full Reporter,899703,164,94,863,NA,824,NA,1687,NA,5716008,NA,5266290,NA,0,NA,0,NA,No,3121.6893894487257,397,NA
40058,MB,DO,City of Rome Transit Department,Rome,GA,4058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,60851,12,6,30,NA,55,NA,85,NA,270590,NA,264082,NA,0,NA,0,NA,No,3106.8470588235296,398,NA
70003,MB,DO,"City Utilities of Springfield, MO",Springfield,MO,7003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,273724,22,18,87,NA,264,NA,351,NA,1076967,NA,1075731,NA,0,NA,0,NA,No,3064.7606837606836,399,NA
70044,MB,PT,KU Parking & Transit,Lawrence,KS,NA,University,Full Reporter,88053,19,19,69,NA,16,NA,85,NA,278445,NA,258812,NA,0,NA,0,NA,No,3044.8470588235296,400,NA
40180,MB,DO,University of Georgia Transit System,Athens,GA,4180,University,Full Reporter,128754,54,54,62,NA,148,NA,210,NA,674662,NA,634784,NA,0,NA,0,NA,No,3022.7809523809524,401,NA
50158,MB,DO,University of Michigan Parking and Transportation Services,Ann Arbor,MI,5158,University,Full Reporter,306022,46,46,74,NA,289,NA,363,NA,1417275,NA,1088086,NA,0,NA,0,NA,No,2997.4820936639117,402,NA
30058,MB,DO,CUE Bus,Fairfax,VA,3058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,8,8,107,NA,40,NA,147,NA,452927,NA,439055,NA,0,NA,0,NA,No,2986.7687074829932,403,NA
10008,MB,PT,Pioneer Valley Transit Authority,Springfield,MA,1008,Independent Public Agency or Authority of Transit Service,Full Reporter,621300,170,92,1229,NA,250,NA,1479,NA,4777875,NA,4412858,NA,0,NA,0,NA,No,2983.676808654496,404,NA
10006,MB,PT,Southeastern Regional Transit Authority,New Bedford,MA,1006,Independent Public Agency or Authority of Transit Service,Full Reporter,149443,72,50,18,NA,528,NA,546,NA,1687382,NA,1621177,NA,0,NA,0,NA,No,2969.1886446886447,405,NA
50058,MB,DO,Rockford Mass Transit District,Rockford,IL,5058,Independent Public Agency or Authority of Transit Service,Full Reporter,296863,50,24,282,NA,110,NA,392,NA,1156162,NA,1154022,NA,0,NA,0,NA,No,2943.933673469388,406,NA
50017,MB,DO,Greater Dayton Regional Transit Authority,Dayton,OH,5017,Independent Public Agency or Authority of Transit Service,Full Reporter,724091,147,77,1153,NA,277,NA,1430,NA,4362113,NA,4196284,NA,0,NA,0,NA,No,2934.4643356643355,407,NA
80009,MB,DO,Mountain Line,Missoula,MT,8009,Independent Public Agency or Authority of Transit Service,Full Reporter,82157,31,20,108,NA,117,NA,225,NA,688604,NA,650941,NA,0,NA,0,NA,No,2893.071111111111,408,NA
90012,MB,PT,San Joaquin Regional Transit District,Stockton,CA,9012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583,81,18,94,NA,93,NA,187,NA,639343,NA,521580,NA,0,NA,0,NA,No,2789.1978609625667,409,NA
50159,MB,PT,River Valley Metro Mass Transit District,Bourbonnais,IL,5159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,81926,17,13,279,NA,32,NA,311,NA,916296,W,865461,NA,0,NA,0,NA,No,2782.8327974276526,410,NA
50011,MB,DO,Stark Area Regional Transit Authority,Canton,OH,5011,Independent Public Agency or Authority of Transit Service,Full Reporter,279245,66,36,133,NA,684,NA,817,NA,2393902,NA,2269504,NA,0,NA,0,NA,No,2777.8506731946145,411,NA
80005,MB,PT,Mountain Metropolitan Transit,Colorado Springs,CO,8005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,559409,91,48,547,NA,214,NA,761,NA,2246636,NA,2087492,NA,0,NA,0,NA,No,2743.0906701708277,412,NA
90022,MB,DO,Norwalk Transit System,Norwalk,CA,9022,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,31,24,143,NA,248,NA,391,NA,1086856,NA,1052433,NA,0,NA,0,NA,No,2691.644501278772,413,NA
10004,MB,PT,Brockton Area Transit Authority,Brockton,MA,1004,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019,82,44,71,NA,351,NA,422,NA,1192282,NA,1132880,NA,0,NA,0,NA,No,2684.549763033175,414,NA
10048,MB,DO,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,1048,State Government Unit or Department of Transportation,Full Reporter,924859,229,220,129,NA,3117,NA,3246,NA,9828279,NA,8660210,NA,0,NA,0,NA,No,2667.9636475662355,415,NA
1,MB,DO,King County Metro,Seattle,WA,1,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393,2350,824,6024,NA,5937,NA,11961,NA,37443660,NA,30859322,NA,0,NA,0,NA,No,2579.9951509071147,416,8
50008,MB,PT,Milwaukee County Transit System,Milwaukee,WI,5008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1376476,368,306,3227,NA,3047,NA,6274,NA,17302044,NA,16186043,NA,0,NA,0,NA,No,2579.860216767612,417,NA
80004,MB,DO,Metropolitan Transit System,Billings,MT,8004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,114773,28,19,47,NA,193,NA,240,NA,664977,W,618854,NA,0,NA,0,NA,No,2578.5583333333334,418,NA
50035,MB,DO,Central County Transportation Authority,Kalamazoo,MI,5035,Independent Public Agency or Authority of Transit Service,Full Reporter,209703,69,28,5,NA,492,NA,497,NA,1269818,NA,1255801,NA,0,NA,0,NA,No,2526.762575452716,419,NA
50522,MB,DO,Lake Erie Transit,Monroe,MI,NA,Independent Public Agency or Authority of Transit Service,Full Reporter,51240,20,8,29,NA,82,NA,111,NA,277990,NA,269050,NA,0,NA,0,NA,No,2423.873873873874,420,NA
50045,MB,DO,Gary Public Transportation Corporation,Gary,IN,5045,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,22,18,173,NA,201,NA,374,NA,888209,NA,888209,NA,0,NA,0,NA,No,2374.890374331551,421,NA
40003,MB,DO,Memphis Area Transit Authority,Memphis,TN,4003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1060061,123,79,184,NA,1510,NA,1694,NA,4510066,NA,3970810,NA,0,NA,0,NA,No,2344.0436835891383,422,NA
20003,MB,DO,Department of Transportation/BC Transit,Binghamton,NY,2003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,158084,52,37,139,NA,369,NA,508,NA,1262025,NA,1188774,NA,0,NA,0,NA,No,2340.1062992125985,423,NA
50066,MB,DO,Chicago Transit Authority,Chicago,IL,5066,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,2685,1525,8192,NA,12001,NA,20193,NA,50125883,NA,46999961,NA,0,NA,0,NA,No,2327.537314911108,424,9
30001,MB,DO,Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,Independent Public Agency or Authority of Transit Service,Full Reporter,153199,41,34,152,NA,717,NA,869,NA,2134060,NA,2020158,NA,0,NA,0,NA,No,2324.692750287687,425,NA
40021,MB,DO,Albany Transit System,Albany,GA,4021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95779,17,13,96,NA,155,NA,251,NA,556743,NA,551993,NA,0,NA,0,NA,No,2199.175298804781,426,NA
30002,MB,DO,The Tri-State Transit Authority,Huntington,WV,3002,Independent Public Agency or Authority of Transit Service,Full Reporter,202637,32,23,21,NA,379,NA,400,NA,927149,NA,878982,NA,0,NA,0,NA,No,2197.455,427,NA
60048,MB,PT,Capital Metro,Austin,TX,6048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416,605,302,6104,NA,909,NA,7013,NA,16624014,NA,15285064,NA,0,NA,0,NA,No,2179.532867531727,428,NA
40022,MB,DO,Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419,842,442,8508,NA,3797,NA,12305,NA,29614273,NA,26005027,NA,0,NA,0,NA,No,2113.3707436001623,429,10
10056,MB,DO,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Hartford,CT,1056,State Government Unit or Department of Transportation,Full Reporter,923311,41,41,58,NA,660,NA,718,NA,1576463,NA,1507481,NA,0,NA,0,NA,No,2099.5557103064066,430,NA
90233,MB,PT,Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267,57,17,264,NA,27,NA,291,NA,700162,NA,607202,NA,0,NA,0,NA,No,2086.6048109965636,431,NA
70002,MB,DO,Transit Authority of Omaha,Omaha,NE,7002,Independent Public Agency or Authority of Transit Service,Full Reporter,725008,106,81,155,NA,1572,NA,1727,NA,3592952,NA,3592952,NA,0,NA,0,NA,No,2080.458598726115,432,NA
20206,MB,PT,Nassau Inter County Express,Mineola,NY,2206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,285,221,2940,NA,1033,NA,3973,NA,9339528,NA,8016539,NA,0,NA,0,NA,No,2017.7545935061667,433,NA
30201,MB,PT,City of Baltimore,Baltimore,MD,NA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2203663,22,19,67,NA,128,NA,195,NA,425244,NA,375126,NA,0,NA,0,NA,No,1923.7230769230769,434,NA
40018,MB,DO,Transit Authority of River City,Louisville,KY,4018,Independent Public Agency or Authority of Transit Service,Full Reporter,972546,270,174,1195,NA,2277,NA,3472,NA,7358347,NA,6369408,NA,0,NA,0,NA,No,1834.5069124423962,435,NA
50056,MB,DO,Greater Peoria Mass Transit District,Peoria,IL,5056,Independent Public Agency or Authority of Transit Service,Full Reporter,266921,85,45,373,NA,726,NA,1099,NA,2196425,NA,2011861,NA,0,NA,0,NA,No,1830.628753412193,436,NA
60038,MB,DO,Lafayette Transit System,Lafayette,LA,6038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,252720,18,11,59,NA,363,NA,422,NA,833924,NA,767756,NA,0,NA,0,NA,No,1819.3270142180095,437,NA
80107,MB,DO,UDASH,Missoula,MT,8107,University,Full Reporter,82157,3,3,24,NA,9,NA,33,NA,61148,NA,60004,NA,0,NA,0,NA,No,1818.3030303030303,438,NA
90034,MB,DO,City of Glendale,Glendale,AZ,9034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3629114,18,3,22,NA,31,NA,53,NA,99179,NA,94876,NA,0,NA,0,NA,No,1790.1132075471698,439,NA
20078,MB,PT,MTA Metro-North Railroad,New York,NY,2078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1139,9,50,NA,1,NA,51,NA,158091,NA,87449,NA,0,NA,0,NA,No,1714.686274509804,440,NA
10040,MB,DO,Southeast Area Transit District,Preston,CT,1040,Independent Public Agency or Authority of Transit Service,Full Reporter,209190,22,18,104,NA,463,NA,567,NA,1075514,NA,950770,NA,0,NA,0,NA,No,1676.8430335097003,441,NA
30077,MB,PT,Pottstown Area Rapid Transit,Pottstown,PA,3077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,107682,6,5,4,NA,175,NA,179,NA,281060,NA,276999,NA,0,NA,0,NA,No,1547.4804469273743,442,NA
50001,MB,PT,Valley Transit,Appleton,WI,5001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,216154,61,1,2,NA,1,NA,3,NA,4599,NA,4222,NA,0,NA,0,NA,No,1407.3333333333333,443,NA
40094,MB,PT,Alternativa de Transporte Integrado -ATI,San Juan,PR,4094,State Government Unit or Department of Transportation,Full Reporter,2148346,58,21,316,NA,92,NA,408,NA,623394,NA,539514,NA,0,NA,0,NA,No,1322.3382352941176,444,NA
10014,MB,DO,Worcester Regional Transit Authority,Worcester,MA,1014,Independent Public Agency or Authority of Transit Service,Full Reporter,486514,94,42,276,NA,1251,NA,1527,NA,1941467,NA,1842754,NA,0,NA,0,NA,No,1206.7806155861165,445,NA
91092,MB,DO,Tahoe Transportation District,Zephyr Cove,NV,9R02-137,Independent Public Agency or Authority of Transit Service,Full Reporter,210000,16,8,188,NA,27,NA,215,NA,249083,NA,238685,NA,0,NA,0,NA,No,1110.1627906976744,446,NA
70016,MB,DO,Go COMO,Columbia,MO,7016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124748,20,14,45,NA,270,NA,315,NA,314286,NA,305287,NA,0,NA,0,NA,No,969.1650793650794,447,NA
40005,MB,PT,ART (Asheville Redefines Transit),Asheville,NC,4005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,280648,19,19,469,NA,1076,NA,1545,NA,1323564,NA,1313303,NA,0,NA,0,NA,No,850.0343042071197,448,NA
40086,MB,DO,Metropolitan Bus Authority,San Juan,PR,4086,Independent Public Agency or Authority of Transit Service,Full Reporter,2148346,111,81,1932,NA,1284,NA,3216,NA,1588103,NA,1423410,NA,0,NA,0,NA,No,442.6026119402985,449,NA
40023,MB,PT,Augusta Richmond County Transit Department,Augusta,GA,4023,"City, County or Local Government Unit or Department of Transportation",Full Reporter,386787,19,12,276,NA,1046,NA,1322,NA,530295,NA,506367,NA,0,NA,0,NA,No,383.03101361573374,450,NA
